time,P,G(i),H_sun,T2m,WS10m,Int
20140118:1010,36566400.0,282.93,29.66,12.28,1.3,0.0
20140118:1110,14358400.0,122.98,29.74,13.11,1.02,0.0
20140118:1210,8228800.0,77.57,26.62,13.94,0.73,0.0
20140118:1310,8622400.0,80.41,20.77,13.42,0.67,0.0
20140118:1410,1022400.0,17.97,12.81,12.89,0.61,0.0
20140118:1510,0.0,2.84,3.35,12.37,0.55,0.0
20140118:1610,0.0,0.0,0.0,11.52,0.95,0.0
20140118:1710,0.0,0.0,0.0,10.67,1.35,0.0
20140118:1810,0.0,0.0,0.0,9.82,1.75,0.0
20140118:1910,0.0,0.0,0.0,9.46,1.73,0.0
20140118:2010,0.0,0.0,0.0,9.1,1.71,0.0
20140118:2110,0.0,0.0,0.0,8.74,1.68,0.0
20140118:2210,0.0,0.0,0.0,8.87,1.68,0.0
20140118:2310,0.0,0.0,0.0,8.99,1.68,0.0
20140119:0010,0.0,0.0,0.0,9.12,1.68,0.0
20140119:0110,0.0,0.0,0.0,9.09,1.66,0.0
20140119:0210,0.0,0.0,0.0,9.07,1.64,0.0
20140119:0310,0.0,0.0,0.0,9.04,1.61,0.0
20140119:0410,0.0,0.0,0.0,8.82,1.6,0.0
