time,P,G(i),H_sun,T2m,WS10m,Int
20140719:1910,0.0,0.0,0.0,20.13,1.35,0.0
20140719:2010,0.0,0.0,0.0,19.52,1.21,0.0
20140719:2110,0.0,0.0,0.0,18.91,1.08,0.0
20140719:2210,0.0,0.0,0.0,18.76,1.51,0.0
20140719:2310,0.0,0.0,0.0,18.6,1.95,0.0
20140720:0010,0.0,0.0,0.0,18.45,2.39,0.0
20140720:0110,0.0,0.0,0.0,18.16,2.31,0.0
20140720:0210,0.0,0.0,0.0,17.87,2.24,0.0
20140720:0310,0.0,0.0,0.0,17.58,2.17,0.0
20140720:0410,5662800.0,46.16,7.97,18.85,2.16,0.0
20140720:0510,25520000.0,174.49,18.95,20.11,2.15,0.0
20140720:0610,66444400.0,394.75,30.29,21.38,2.14,0.0
20140720:0710,100986600.0,588.2,41.7,22.66,1.94,0.0
20140720:0810,121046200.0,716.98,52.78,23.95,1.75,0.0
20140720:0910,132231000.0,798.72,62.71,25.24,1.56,0.0
20140720:1010,157242800.0,971.8,69.41,26.24,1.63,0.0
20140720:1110,124249400.0,755.36,69.28,27.25,1.7,0.0
20140720:1210,114098600.0,691.88,62.42,28.25,1.77,0.0
20140720:1310,22299200.0,145.68,52.42,28.4,1.87,0.0
20140720:1410,48147000.0,293.4,41.32,28.56,1.97,0.0
20140720:1510,59488000.0,366.55,29.91,28.72,2.07,0.0
20140720:1610,19918800.0,134.32,18.58,27.07,2.11,0.0
20140720:1710,5324000.0,45.25,7.61,25.42,2.15,0.0
20140720:1810,0.0,0.0,0.0,23.78,2.19,0.0
20140720:1910,0.0,0.0,0.0,23.01,1.66,0.0
20140720:2010,0.0,0.0,0.0,22.25,1.12,0.0
20140720:2110,0.0,0.0,0.0,21.49,0.58,0.0
20140720:2210,0.0,0.0,0.0,21.13,0.76,0.0
20140720:2310,0.0,0.0,0.0,20.76,0.94,0.0
20140721:0010,0.0,0.0,0.0,20.4,1.12,0.0
20140721:0110,0.0,0.0,0.0,19.77,1.16,0.0
20140721:0210,0.0,0.0,0.0,19.14,1.2,0.0
20140721:0310,0.0,0.0,0.0,18.51,1.24,0.0
20140721:0410,5766200.0,47.06,7.84,20.17,0.86,0.0
20140721:0510,24862200.0,179.34,18.83,21.82,0.49,0.0
20140721:0610,65093600.0,397.5,30.17,23.48,0.11,0.0
20140721:0710,101928200.0,615.03,41.58,25.4,0.34,0.0
20140721:0810,128583400.0,794.28,52.65,27.33,0.58,0.0
20140721:0910,140247800.0,883.76,62.56,29.25,0.81,0.0
20140721:1010,151764800.0,977.85,69.23,30.0,0.64,0.0
20140721:1110,152554600.0,993.3,69.1,30.74,0.46,0.0
20140721:1210,142887800.0,927.25,62.28,31.49,0.29,0.0
20140721:1310,127782600.0,799.46,52.31,31.11,0.94,0.0
20140721:1410,102975400.0,627.6,41.22,30.73,1.59,0.0
